kids,education,ethnicity,city16,lowincome16,immigrant
3,14,cauc,yes,no,no
0,16,cauc,yes,yes,no
4,12,other,no,no,yes
1,11,other,no,no,no
0,8,other,yes,no,no
3,15,other,no,no,no
2,12,other,yes,yes,no
3,12,other,yes,no,no
6,12,other,yes,no,no
1,17,cauc,no,no,no
0,16,cauc,yes,yes,no
2,12,cauc,no,no,no
2,12,cauc,yes,no,no
1,19,other,no,yes,no
3,12,cauc,no,no,no
0,19,cauc,yes,no,no
2,16,cauc,yes,no,no
2,14,other,yes,no,no
2,12,cauc,no,yes,no
3,18,cauc,yes,no,no
0,16,cauc,yes,no,yes
2,18,cauc,yes,no,no
2,14,cauc,yes,no,no
2,13,cauc,no,no,no
3,16,cauc,no,no,no
1,12,cauc,yes,no,no
4,14,other,yes,no,yes
0,14,cauc,yes,no,no
0,16,cauc,no,no,no
5,18,cauc,yes,no,no
1,17,cauc,yes,no,no
2,18,cauc,yes,no,no
1,16,cauc,yes,no,no
0,12,cauc,yes,no,no
3,13,cauc,no,yes,no
2,18,cauc,yes,no,no
0,16,cauc,yes,no,no
6,13,other,no,no,no
2,18,cauc,yes,no,no
3,16,cauc,yes,no,no
0,16,cauc,yes,no,no
2,15,cauc,no,no,no
2,14,cauc,no,no,no
2,16,cauc,no,no,no
0,18,cauc,yes,no,no
2,15,other,yes,yes,yes
0,14,other,yes,no,yes
3,10,cauc,yes,no,no
0,18,other,yes,no,yes
0,12,cauc,yes,no,no
4,15,cauc,no,no,no
3,16,other,yes,no,no
2,13,other,no,no,no
2,12,other,no,yes,no
4,8,other,no,no,no
4,12,other,yes,no,no
2,12,cauc,yes,no,no
0,16,cauc,yes,no,no
0,20,cauc,no,no,no
0,18,cauc,no,no,no
6,12,cauc,no,no,no
0,18,cauc,yes,no,no
2,16,cauc,yes,no,no
3,18,cauc,no,no,yes
2,15,cauc,yes,no,no
2,12,cauc,no,no,no
2,18,cauc,yes,no,no
2,14,cauc,yes,no,no
1,16,cauc,no,no,no
2,15,cauc,yes,no,no
0,18,other,yes,no,no
4,10,other,no,no,no
0,12,cauc,yes,no,no
2,11,cauc,no,no,yes
0,16,other,no,no,yes
3,19,cauc,yes,no,no
1,13,other,yes,no,no
2,12,other,yes,no,no
0,12,other,yes,no,no
0,12,other,yes,yes,no
1,14,other,yes,no,no
8,19,cauc,yes,yes,yes
0,18,cauc,yes,no,no
0,16,other,yes,no,no
5,12,cauc,no,no,no
8,10,other,yes,no,no
3,7,cauc,no,no,no
3,12,cauc,yes,no,no
0,20,cauc,no,no,no
0,18,cauc,yes,yes,no
0,12,other,yes,no,no
0,12,other,yes,yes,yes
5,5,other,no,no,no
2,12,cauc,yes,no,no
0,12,cauc,no,no,no
2,12,cauc,no,no,no
1,8,cauc,no,no,no
2,19,other,no,yes,no
8,7,other,no,yes,no
1,12,other,no,yes,no
0,8,other,no,no,no
1,13,cauc,yes,yes,no
0,16,cauc,yes,no,no
0,14,other,no,no,no
0,12,other,no,yes,no
1,14,cauc,yes,no,no
1,14,cauc,yes,no,no
2,12,cauc,yes,no,no
4,12,cauc,no,no,no
4,16,cauc,yes,no,no
2,12,cauc,yes,no,yes
4,10,cauc,yes,no,no
1,12,cauc,yes,no,no
3,14,cauc,yes,no,no
5,15,cauc,yes,no,no
3,18,cauc,yes,yes,no
3,12,cauc,yes,no,no
4,15,cauc,no,no,no
1,11,cauc,yes,yes,no
3,14,cauc,yes,yes,no
0,16,cauc,no,no,no
3,12,cauc,yes,yes,no
2,15,cauc,no,no,no
3,17,cauc,no,no,no
0,18,cauc,no,yes,no
2,12,cauc,no,no,no
2,12,cauc,no,no,no
1,12,cauc,no,no,no
5,13,cauc,no,no,no
3,12,cauc,yes,no,no
1,13,cauc,no,yes,no
0,12,cauc,no,no,no
0,12,other,no,yes,no
1,17,cauc,no,no,no
2,13,cauc,no,yes,no
4,12,cauc,no,no,yes
0,12,other,no,no,no
0,12,other,no,no,no
0,10,cauc,no,no,no
3,12,cauc,no,no,no
1,12,cauc,no,no,no
0,15,cauc,yes,yes,no
3,12,cauc,yes,yes,no
2,13,cauc,no,yes,no
0,19,cauc,yes,no,no
4,14,cauc,no,no,no
3,10,cauc,no,no,no
2,13,other,no,yes,yes
4,3,cauc,no,no,no
2,12,cauc,yes,no,yes
3,18,cauc,yes,yes,no
2,12,cauc,no,no,no
0,16,cauc,no,yes,no
5,12,cauc,yes,no,no
1,17,other,no,no,yes
0,13,cauc,no,no,no
2,11,cauc,no,no,no
3,14,cauc,no,yes,no
0,12,cauc,no,no,no
3,17,cauc,yes,no,no
2,12,cauc,no,no,no
2,15,cauc,no,no,no
2,12,cauc,no,yes,no
3,12,cauc,no,no,no
2,11,cauc,no,no,no
3,13,cauc,no,yes,no
3,14,cauc,no,no,no
2,18,cauc,no,no,no
1,18,cauc,yes,no,no
3,17,cauc,no,no,no
3,16,cauc,no,no,no
1,15,cauc,yes,yes,no
2,12,cauc,no,no,no
8,8,cauc,no,no,no
4,10,cauc,yes,no,no
1,13,cauc,yes,no,no
2,13,cauc,no,no,no
3,10,cauc,no,no,no
0,14,cauc,no,no,no
0,13,cauc,yes,yes,no
8,12,cauc,no,no,no
1,20,cauc,no,no,no
1,20,other,no,no,yes
2,20,cauc,no,no,no
4,11,cauc,no,no,no
1,12,cauc,yes,yes,no
2,12,cauc,yes,no,no
0,20,other,no,yes,yes
4,14,cauc,no,no,no
1,12,cauc,no,yes,no
2,8,cauc,no,no,no
2,12,cauc,no,yes,no
2,18,cauc,no,no,no
3,10,other,no,no,no
1,8,other,no,no,no
8,0,cauc,no,no,no
2,11,other,no,no,no
3,12,cauc,no,yes,no
0,12,other,no,no,yes
2,12,cauc,yes,no,no
4,14,cauc,no,no,no
2,12,cauc,no,no,no
3,12,cauc,no,yes,no
1,13,cauc,no,yes,no
2,16,cauc,no,no,no
0,12,cauc,no,no,no
3,15,cauc,no,no,no
8,12,cauc,no,no,no
2,12,cauc,no,yes,no
4,14,cauc,no,no,no
2,12,cauc,no,no,no
7,12,cauc,yes,no,no
2,12,cauc,yes,no,no
8,14,cauc,no,no,no
2,12,cauc,no,yes,no
6,12,cauc,yes,no,no
3,13,cauc,no,no,no
4,13,cauc,no,yes,no
2,13,cauc,yes,yes,no
2,14,cauc,no,no,no
4,12,cauc,yes,no,no
1,13,cauc,no,no,no
1,14,cauc,no,no,no
1,12,cauc,no,yes,no
3,15,cauc,no,no,no
0,7,cauc,no,no,no
2,13,cauc,no,no,no
4,14,other,no,no,no
3,12,cauc,no,no,no
3,8,cauc,no,no,no
8,7,other,no,no,no
2,13,cauc,no,yes,no
2,12,other,no,no,no
3,12,cauc,no,no,no
3,16,cauc,yes,no,yes
1,16,cauc,no,no,no
2,15,cauc,no,no,no
1,12,cauc,no,no,no
0,12,cauc,no,no,no
0,11,cauc,yes,no,no
2,14,cauc,no,no,no
2,11,cauc,no,yes,no
0,16,cauc,no,yes,no
0,13,cauc,no,no,no
5,16,cauc,no,yes,no
0,11,cauc,no,no,no
0,12,cauc,no,no,no
3,12,cauc,yes,yes,no
7,8,cauc,no,no,yes
0,17,cauc,no,yes,no
3,12,cauc,no,yes,no
0,15,cauc,no,no,no
5,4,cauc,no,no,yes
2,10,cauc,no,yes,no
3,11,cauc,no,no,yes
2,12,cauc,no,no,no
1,13,cauc,no,no,no
2,12,cauc,no,yes,no
3,13,cauc,yes,no,no
5,12,cauc,no,no,no
1,13,cauc,no,no,no
3,13,cauc,no,no,no
2,12,cauc,no,no,no
7,6,other,no,no,no
3,12,other,no,yes,no
0,10,other,no,no,no
0,14,other,no,yes,no
2,16,other,yes,no,no
3,15,other,no,no,no
6,12,other,no,yes,no
0,14,other,no,no,no
2,11,other,no,yes,no
2,11,other,yes,no,no
2,12,cauc,no,no,no
2,13,cauc,no,no,no
0,13,cauc,yes,no,no
2,11,cauc,no,no,no
1,9,other,no,no,no
0,12,cauc,yes,yes,no
3,9,other,no,no,no
0,15,cauc,no,no,no
4,16,cauc,no,no,no
4,12,cauc,no,yes,no
3,13,cauc,no,yes,no
0,16,cauc,no,no,no
6,8,cauc,no,no,no
2,16,cauc,no,yes,no
1,15,cauc,no,no,no
0,12,cauc,no,no,no
0,17,cauc,no,no,no
2,8,cauc,no,no,no
3,12,cauc,no,no,no
3,13,other,no,no,no
0,14,cauc,no,no,no
0,12,cauc,no,no,no
3,12,cauc,no,no,no
3,16,cauc,no,yes,no
1,16,cauc,no,yes,no
3,16,cauc,no,no,no
2,14,cauc,no,no,no
3,13,cauc,no,no,no
0,12,cauc,yes,no,no
0,15,cauc,yes,no,no
0,15,other,no,no,no
2,14,cauc,no,no,no
1,12,cauc,yes,no,no
5,12,cauc,no,no,no
0,20,cauc,yes,yes,no
5,12,cauc,no,yes,no
3,16,cauc,no,yes,no
3,12,cauc,no,no,no
2,12,cauc,no,no,no
0,13,other,no,no,no
4,13,cauc,no,yes,no
3,12,cauc,no,no,no
1,12,other,no,no,no
4,12,cauc,no,no,no
2,14,cauc,no,yes,no
3,15,other,no,no,no
0,18,cauc,no,yes,no
2,12,cauc,no,no,no
1,14,cauc,no,yes,no
2,17,cauc,no,no,no
2,12,cauc,no,no,no
2,20,cauc,no,no,no
2,15,cauc,yes,no,no
3,15,cauc,no,no,no
2,12,cauc,no,no,no
2,11,cauc,no,yes,no
2,11,cauc,no,no,yes
0,16,cauc,no,yes,no
0,12,cauc,no,no,no
2,12,cauc,no,yes,no
1,11,cauc,no,no,no
6,8,cauc,no,no,no
1,12,cauc,no,no,no
2,12,cauc,no,no,no
1,12,cauc,yes,no,no
0,20,cauc,yes,no,no
0,17,cauc,no,no,no
0,12,other,no,yes,no
1,14,other,no,no,no
2,13,other,no,no,no
0,16,cauc,no,no,no
1,14,cauc,no,no,no
2,12,cauc,yes,no,no
1,10,other,yes,no,no
2,16,cauc,no,no,no
1,12,cauc,no,no,no
2,16,cauc,yes,yes,no
3,18,cauc,yes,no,no
0,12,cauc,no,no,no
1,18,cauc,no,no,no
2,15,cauc,no,no,no
1,7,other,no,no,no
1,13,cauc,no,no,no
1,12,cauc,no,no,no
1,13,other,yes,no,no
0,11,cauc,no,no,yes
3,12,cauc,no,no,no
3,12,cauc,no,yes,no
7,6,cauc,no,no,no
2,12,cauc,no,no,no
1,12,cauc,no,no,no
3,11,cauc,no,no,no
1,13,cauc,no,no,yes
1,12,cauc,no,no,no
1,13,cauc,no,no,no
3,16,cauc,no,no,no
2,16,cauc,no,no,no
2,15,cauc,yes,yes,no
1,13,cauc,yes,no,no
4,12,cauc,no,no,no
0,14,cauc,yes,no,no
2,12,cauc,yes,no,no
1,16,cauc,yes,no,no
1,12,cauc,no,no,no
4,15,cauc,no,no,no
1,16,cauc,yes,no,no
2,16,other,yes,no,yes
1,10,cauc,yes,no,yes
2,12,cauc,no,no,no
1,10,other,no,no,no
1,10,cauc,no,no,no
4,12,other,no,no,no
2,12,cauc,no,yes,no
2,15,cauc,yes,no,no
2,10,cauc,no,yes,no
2,9,cauc,no,no,no
2,12,cauc,no,yes,no
6,8,cauc,no,no,no
3,12,cauc,no,no,no
0,15,cauc,no,no,no
1,8,cauc,no,no,no
3,9,cauc,no,no,no
3,11,other,no,no,no
2,12,cauc,yes,no,no
0,12,cauc,no,no,no
2,12,cauc,no,no,no
2,12,other,no,yes,no
2,8,cauc,no,yes,no
5,15,cauc,no,no,no
2,17,cauc,yes,no,no
3,18,cauc,no,yes,no
0,16,cauc,no,no,no
7,12,cauc,no,no,no
0,13,other,no,no,no
1,12,cauc,yes,no,no
0,16,cauc,yes,no,no
3,12,cauc,no,no,no
1,11,cauc,no,no,no
1,11,cauc,yes,no,no
2,12,cauc,yes,no,no
1,16,other,no,no,no
1,12,cauc,no,no,no
0,13,cauc,no,no,no
1,13,other,no,yes,no
3,12,other,no,yes,no
2,12,cauc,no,no,no
4,12,cauc,no,yes,no
0,13,cauc,no,no,no
2,17,cauc,no,yes,no
2,12,cauc,no,no,no
3,16,cauc,no,no,no
2,8,cauc,no,yes,no
3,12,cauc,no,no,no
6,10,cauc,yes,no,no
2,12,cauc,no,yes,no
3,8,cauc,no,no,no
1,14,cauc,yes,yes,no
0,17,cauc,no,no,no
4,13,cauc,yes,no,no
3,14,other,yes,yes,no
2,16,cauc,no,no,no
2,12,cauc,yes,yes,no
1,12,cauc,yes,yes,no
0,19,cauc,yes,no,no
3,12,other,yes,no,no
0,16,cauc,yes,no,no
1,12,other,no,yes,no
0,12,other,no,yes,no
0,15,cauc,yes,no,yes
3,10,cauc,no,yes,yes
1,12,cauc,no,yes,yes
1,14,other,no,no,no
3,16,cauc,yes,no,no
0,12,cauc,no,no,no
2,14,cauc,yes,no,yes
3,18,cauc,no,no,no
2,12,cauc,yes,yes,no
1,14,cauc,yes,no,yes
2,12,cauc,no,yes,no
0,16,cauc,no,no,no
1,13,cauc,yes,no,no
3,12,cauc,no,no,no
2,12,cauc,no,yes,no
2,12,cauc,yes,no,no
4,14,cauc,no,yes,no
2,12,cauc,no,no,no
8,12,cauc,no,no,no
0,12,cauc,yes,no,no
1,15,cauc,no,no,no
3,11,cauc,no,no,no
2,13,cauc,no,yes,no
2,16,cauc,no,no,no
2,14,cauc,no,no,no
1,12,cauc,no,no,no
1,14,cauc,yes,yes,no
2,12,cauc,no,no,no
1,12,cauc,no,no,no
1,12,cauc,yes,no,no
1,12,cauc,no,no,yes
0,16,cauc,no,no,no
0,12,cauc,no,no,yes
2,12,cauc,no,no,no
0,16,cauc,yes,no,no
1,14,cauc,yes,no,no
5,16,cauc,yes,no,no
1,20,cauc,no,no,no
0,13,cauc,yes,no,no
2,12,cauc,no,no,no
2,12,cauc,no,no,no
4,12,cauc,yes,no,no
3,16,cauc,yes,no,no
3,10,cauc,yes,no,no
1,18,cauc,yes,no,yes
2,17,cauc,no,yes,no
0,14,cauc,yes,no,no
0,12,cauc,yes,no,no
3,15,other,no,no,no
2,14,other,yes,no,no
2,14,cauc,yes,no,no
4,12,cauc,yes,yes,no
7,14,other,yes,yes,no
0,20,cauc,yes,no,no
4,13,other,yes,no,no
3,12,cauc,no,no,no
3,14,cauc,no,no,no
2,12,cauc,no,no,no
2,12,other,yes,no,no
1,8,cauc,no,yes,no
2,12,cauc,no,no,no
0,16,cauc,yes,no,no
0,12,cauc,no,no,no
0,14,other,yes,no,no
0,16,cauc,no,no,no
1,14,cauc,yes,no,no
2,12,cauc,no,no,no
4,12,cauc,no,no,no
1,13,other,no,no,no
0,14,cauc,yes,no,no
3,15,cauc,no,no,no
2,12,cauc,no,no,no
4,4,cauc,no,no,no
1,12,other,no,yes,no
2,9,cauc,no,no,no
3,16,cauc,yes,no,no
0,13,other,no,yes,yes
1,12,cauc,no,no,no
1,12,other,no,no,no
3,13,other,no,no,no
2,11,cauc,no,no,no
1,14,other,no,no,no
0,14,other,no,no,no
0,13,other,no,no,no
2,12,cauc,no,yes,no
2,10,cauc,no,no,no
3,16,cauc,yes,no,no
3,13,cauc,no,no,no
0,11,other,no,no,no
8,5,cauc,no,no,no
4,12,cauc,no,no,no
3,16,cauc,no,yes,no
3,14,other,no,yes,no
4,12,cauc,no,yes,no
4,11,cauc,no,no,no
1,16,cauc,no,no,no
3,14,cauc,no,no,no
1,13,cauc,no,no,no
0,14,cauc,no,no,no
4,12,cauc,no,no,no
3,10,cauc,no,no,no
1,13,cauc,no,no,no
1,12,cauc,no,no,no
0,12,cauc,no,yes,no
0,14,cauc,no,no,no
1,13,cauc,no,yes,no
3,12,cauc,no,no,no
2,10,cauc,no,no,no
2,10,cauc,yes,yes,no
0,12,cauc,no,no,no
2,12,cauc,no,no,no
2,11,cauc,no,no,no
4,11,other,no,no,no
3,12,other,no,yes,no
0,14,other,yes,no,no
4,8,cauc,no,no,no
8,10,other,no,yes,no
1,3,other,no,yes,no
3,8,other,no,yes,no
1,3,other,no,yes,no
3,7,cauc,no,no,no
1,12,cauc,no,no,no
3,13,cauc,no,no,no
0,12,cauc,yes,no,no
4,8,cauc,no,no,no
7,12,other,no,yes,no
6,12,cauc,no,no,no
5,8,cauc,yes,yes,no
0,16,cauc,no,no,no
0,12,cauc,no,no,no
3,12,cauc,no,no,no
3,8,cauc,yes,no,no
5,12,cauc,no,no,no
3,12,cauc,no,no,no
0,14,cauc,yes,yes,no
1,15,cauc,no,no,no
5,8,other,no,no,no
8,9,other,no,no,no
1,14,other,no,no,no
3,13,cauc,no,no,no
3,12,cauc,yes,no,no
1,11,cauc,no,no,no
2,16,cauc,no,no,no
1,16,cauc,no,no,no
5,12,cauc,no,no,no
2,12,cauc,yes,no,no
1,11,cauc,yes,no,no
0,8,cauc,no,no,no
2,7,cauc,no,no,no
4,11,cauc,no,no,no
5,12,cauc,yes,no,no
0,13,cauc,no,no,no
3,9,cauc,no,yes,no
3,12,cauc,no,no,no
2,16,cauc,no,no,no
1,9,cauc,yes,yes,no
2,10,cauc,yes,no,no
1,14,cauc,yes,yes,no
1,10,cauc,no,yes,no
2,12,cauc,no,yes,no
0,14,cauc,yes,no,no
1,12,cauc,no,no,no
0,12,cauc,yes,no,no
4,16,other,no,yes,no
2,12,cauc,no,yes,no
0,12,cauc,no,no,no
1,12,cauc,no,yes,no
0,17,cauc,yes,no,no
1,12,cauc,no,no,no
0,8,cauc,yes,no,no
0,12,cauc,yes,no,no
8,11,cauc,no,no,no
4,15,cauc,no,no,no
3,8,other,no,yes,no
2,16,other,yes,no,no
0,13,other,yes,yes,no
3,10,cauc,no,no,no
1,12,cauc,yes,yes,no
2,7,cauc,yes,no,no
1,12,cauc,no,no,no
0,12,cauc,yes,yes,no
0,12,cauc,yes,no,no
0,13,cauc,yes,no,no
2,15,cauc,yes,no,no
7,12,cauc,no,no,no
0,13,cauc,no,no,no
2,16,cauc,yes,no,no
5,10,cauc,yes,no,no
4,13,cauc,yes,no,no
6,12,cauc,no,no,no
2,14,cauc,yes,no,no
2,9,cauc,no,no,no
2,11,cauc,yes,no,no
5,12,cauc,no,no,no
4,12,cauc,yes,no,no
0,11,cauc,no,yes,no
3,20,cauc,no,yes,no
3,15,cauc,yes,yes,no
5,13,cauc,yes,yes,no
3,12,cauc,no,no,no
3,10,cauc,no,yes,no
1,10,cauc,yes,no,no
0,12,cauc,yes,yes,no
1,12,cauc,yes,no,no
3,13,cauc,no,yes,no
4,15,cauc,yes,yes,no
4,11,other,yes,yes,no
2,15,other,yes,yes,no
2,8,other,no,no,no
0,13,cauc,yes,no,no
0,12,cauc,no,yes,no
3,12,cauc,no,no,no
3,15,cauc,yes,no,no
2,8,cauc,no,yes,no
1,12,cauc,yes,yes,no
3,16,cauc,yes,yes,no
6,14,cauc,yes,no,no
1,16,cauc,yes,no,no
6,8,cauc,no,no,no
3,12,cauc,no,yes,no
1,10,cauc,yes,no,no
0,10,cauc,no,no,no
0,17,cauc,no,no,no
4,12,cauc,yes,no,no
5,13,other,yes,yes,no
1,16,cauc,no,no,no
1,6,cauc,no,no,no
4,11,cauc,yes,no,no
0,12,cauc,no,yes,no
2,10,cauc,yes,no,no
0,12,cauc,no,no,no
2,9,cauc,no,yes,no
2,16,cauc,yes,no,no
3,12,cauc,yes,no,no
1,16,cauc,yes,no,no
0,12,cauc,no,no,no
1,13,cauc,no,yes,no
4,13,cauc,no,no,no
1,10,cauc,no,yes,no
1,11,cauc,no,no,no
2,12,cauc,no,no,no
8,8,cauc,no,no,no
0,13,cauc,yes,no,no
1,12,cauc,no,no,no
4,12,cauc,yes,no,no
3,12,cauc,no,yes,no
4,8,cauc,no,yes,no
3,12,cauc,yes,no,no
4,9,cauc,yes,no,no
2,12,cauc,yes,no,no
1,12,cauc,yes,yes,no
2,12,cauc,no,no,no
3,12,cauc,no,yes,no
8,9,cauc,yes,yes,no
3,12,cauc,yes,no,no
0,12,cauc,no,no,no
3,12,other,yes,no,no
1,12,cauc,no,no,no
6,10,cauc,yes,no,no
1,12,cauc,no,no,no
1,12,cauc,no,no,no
0,17,cauc,yes,no,no
4,12,cauc,yes,no,no
3,15,cauc,yes,no,no
2,13,cauc,yes,no,no
2,12,cauc,yes,no,no
0,13,other,yes,yes,no
4,12,cauc,no,no,no
2,12,cauc,no,no,no
3,16,cauc,no,no,no
1,12,cauc,no,no,no
1,15,cauc,yes,no,no
3,12,cauc,no,no,no
1,14,cauc,yes,no,no
1,12,cauc,yes,yes,no
0,13,cauc,no,no,no
2,6,cauc,yes,yes,no
2,14,cauc,yes,no,no
2,15,cauc,yes,yes,no
3,6,other,no,yes,no
6,7,cauc,no,yes,no
5,8,cauc,yes,no,no
0,12,cauc,yes,no,no
3,8,other,no,yes,no
1,12,cauc,no,no,no
3,14,cauc,no,yes,no
3,14,cauc,yes,no,no
3,12,other,yes,no,no
2,12,other,yes,no,no
3,10,other,yes,yes,no
0,11,cauc,yes,no,no
3,12,cauc,yes,no,no
2,18,cauc,no,yes,no
1,12,cauc,yes,no,no
6,5,cauc,no,yes,no
6,8,cauc,no,yes,no
1,13,cauc,yes,no,no
3,12,cauc,yes,no,no
2,15,cauc,no,no,no
5,6,other,yes,yes,no
0,12,other,no,yes,no
3,18,other,no,yes,no
1,15,cauc,yes,no,no
1,11,cauc,yes,no,no
6,15,cauc,no,no,no
4,12,cauc,no,no,no
1,13,cauc,yes,no,no
0,12,cauc,no,no,no
2,12,cauc,yes,no,no
0,18,cauc,yes,yes,no
3,12,cauc,no,no,no
3,10,cauc,no,no,no
8,8,cauc,no,no,no
2,12,cauc,no,no,no
2,17,cauc,no,no,no
0,8,other,no,yes,no
2,6,other,no,yes,no
3,5,other,no,yes,no
6,8,cauc,no,no,no
1,12,cauc,yes,yes,no
3,12,cauc,yes,no,no
0,16,cauc,yes,no,no
5,14,cauc,yes,no,no
4,14,cauc,yes,no,no
4,17,cauc,yes,yes,no
3,12,cauc,yes,yes,no
2,12,cauc,no,no,no
2,12,cauc,yes,yes,no
7,10,other,no,yes,no
6,10,cauc,no,yes,no
0,12,cauc,yes,no,no
5,13,cauc,yes,no,no
2,10,cauc,yes,no,no
8,12,cauc,no,no,no
3,11,cauc,no,no,no
3,5,cauc,yes,no,no
2,12,cauc,yes,no,no
2,14,cauc,yes,no,no
1,12,cauc,yes,no,no
0,12,cauc,yes,no,no
2,9,cauc,yes,no,no
0,16,cauc,yes,no,no
0,16,cauc,yes,no,no
0,16,cauc,yes,no,no
4,12,cauc,no,no,no
1,9,cauc,no,no,no
3,13,cauc,no,no,no
4,10,other,no,no,no
1,11,cauc,yes,no,no
0,14,cauc,yes,no,no
2,12,cauc,no,no,no
3,11,cauc,yes,no,no
5,12,other,yes,yes,no
8,11,other,no,yes,no
2,13,other,no,yes,no
7,13,other,no,yes,no
2,12,cauc,no,no,no
6,15,cauc,no,no,no
8,12,cauc,no,no,no
0,13,other,yes,no,no
0,12,cauc,yes,no,no
6,15,other,yes,yes,no
0,10,other,yes,no,no
1,12,other,yes,no,no
6,8,cauc,no,no,no
4,11,cauc,no,no,no
3,11,cauc,yes,no,no
3,12,cauc,no,no,no
3,10,cauc,no,no,no
3,12,cauc,yes,yes,no
4,12,cauc,no,yes,no
1,12,cauc,yes,no,no
4,8,cauc,no,yes,no
0,12,cauc,yes,no,no
0,16,cauc,no,no,no
3,12,cauc,yes,no,no
3,12,other,yes,yes,no
8,10,cauc,no,yes,no
3,9,cauc,no,yes,no
5,12,cauc,yes,no,no
2,12,cauc,no,no,no
0,14,cauc,yes,no,no
1,16,cauc,yes,no,no
0,14,cauc,yes,yes,no
2,16,cauc,yes,no,no
3,15,other,no,no,no
3,13,other,no,no,no
3,12,other,no,yes,no
2,16,cauc,yes,no,no
1,12,cauc,yes,yes,no
0,12,cauc,yes,yes,no
3,9,cauc,no,no,no
0,12,cauc,no,no,no
1,14,cauc,yes,no,no
0,16,cauc,yes,no,no
0,16,cauc,yes,no,no
0,13,cauc,yes,no,no
0,15,cauc,no,no,no
0,19,cauc,no,no,no
8,9,other,yes,yes,no
1,8,other,yes,yes,no
1,5,other,no,yes,no
3,12,cauc,yes,no,no
3,7,cauc,no,no,no
4,14,cauc,no,no,no
4,12,cauc,no,no,no
0,14,cauc,no,no,no
1,12,cauc,yes,yes,no
5,10,cauc,yes,no,no
4,5,other,no,no,no
2,12,other,no,yes,no
5,13,cauc,yes,no,no
2,12,cauc,no,no,no
2,12,cauc,yes,no,no
2,12,cauc,yes,no,no
0,18,cauc,no,no,no
0,14,cauc,yes,no,no
0,14,cauc,yes,no,no
2,12,cauc,no,no,no
2,12,cauc,no,no,no
0,12,cauc,yes,yes,no
3,15,cauc,no,no,no
2,12,cauc,no,no,no
3,12,cauc,no,yes,no
1,9,other,yes,yes,no
7,12,other,yes,no,no
1,12,cauc,yes,no,no
0,12,cauc,no,no,no
4,8,cauc,no,no,no
6,12,cauc,yes,no,no
3,12,cauc,yes,no,no
2,12,cauc,yes,no,no
2,9,cauc,yes,no,no
8,11,other,yes,no,no
2,12,other,no,yes,no
4,12,cauc,no,no,no
1,8,cauc,no,no,no
5,12,cauc,no,no,no
8,12,cauc,no,yes,no
1,12,cauc,yes,no,no
6,8,cauc,no,no,no
0,12,cauc,no,yes,no
2,15,cauc,no,no,no
1,14,cauc,yes,no,no
2,12,cauc,no,no,no
5,12,cauc,no,no,no
5,10,cauc,yes,no,no
6,12,cauc,no,no,no
5,8,cauc,no,no,no
7,12,cauc,no,no,no
3,12,cauc,no,yes,no
0,16,cauc,yes,no,no
3,10,cauc,no,no,no
0,8,cauc,yes,no,no
0,13,cauc,yes,no,no
2,12,cauc,no,no,no
0,14,cauc,yes,no,no
2,14,cauc,yes,no,no
2,0,cauc,yes,yes,no
4,8,cauc,yes,yes,no
0,15,cauc,yes,no,no
3,12,cauc,no,no,no
3,10,cauc,no,no,no
2,12,cauc,no,yes,no
5,11,cauc,no,no,no
4,12,cauc,no,no,no
2,12,cauc,no,no,no
4,8,cauc,no,yes,no
4,8,cauc,no,no,no
1,8,cauc,no,no,no
3,10,cauc,no,no,no
6,8,cauc,no,no,no
3,12,other,no,no,no
2,12,cauc,no,yes,no
6,11,cauc,no,no,no
7,8,cauc,no,yes,no
3,10,cauc,no,no,no
0,12,cauc,no,yes,no
1,10,cauc,no,no,no
5,17,cauc,yes,no,no
4,8,cauc,no,no,no
7,10,other,no,yes,no
3,12,other,yes,no,no
0,13,other,yes,yes,no
3,10,cauc,no,yes,no
5,12,cauc,no,yes,no
1,12,cauc,no,no,no
2,12,cauc,no,no,no
1,12,cauc,yes,no,no
0,12,other,yes,yes,no
1,11,other,yes,no,no
7,8,other,no,yes,no
4,12,cauc,no,no,no
0,14,cauc,yes,no,no
5,12,cauc,no,no,no
0,12,cauc,no,no,no
0,14,cauc,no,no,no
6,12,cauc,no,no,no
2,16,cauc,no,no,no
2,12,cauc,no,no,no
2,16,cauc,no,yes,no
7,8,cauc,yes,no,no
2,12,cauc,yes,no,no
1,10,cauc,yes,no,no
5,12,cauc,no,no,no
5,12,cauc,yes,no,no
2,14,cauc,yes,yes,no
2,12,cauc,no,no,no
2,12,cauc,no,no,no
2,18,cauc,no,no,no
0,12,cauc,no,no,no
3,17,cauc,yes,no,no
1,14,other,no,yes,no
0,14,other,yes,no,no
0,12,cauc,no,no,no
3,16,cauc,no,no,no
2,15,cauc,yes,yes,no
1,12,other,yes,no,no
3,16,cauc,yes,no,no
3,16,cauc,yes,yes,no
5,10,cauc,no,yes,no
0,12,cauc,no,no,no
8,13,cauc,no,no,no
2,16,cauc,yes,no,no
2,8,cauc,no,yes,no
3,12,cauc,yes,yes,no
3,12,cauc,yes,no,no
1,12,cauc,no,no,no
4,9,cauc,yes,no,no
4,12,cauc,no,no,no
1,12,cauc,yes,no,no
2,12,cauc,yes,yes,no
3,6,cauc,no,yes,no
1,12,cauc,yes,no,no
4,12,cauc,yes,no,no
