age,gender,grade,height,weight,physically_active_7d,strength_training_7d,school_night_hours_sleep
18.0,female,12,1.57,58.97,4.0,3.0,6
17.0,female,12,1.57,52.16,7.0,7.0,5
18.0,female,12,1.68,52.16,2.0,2.0,6
18.0,female,12,1.75,89.81,6.0,6.0,6
17.0,female,12,1.63,58.97,7.0,5.0,7
18.0,female,12,1.6,56.7,5.0,5.0,6
18.0,female,12,1.63,54.43,0.0,0.0,6
17.0,female,12,1.57,56.7,1.0,1.0,7
17.0,female,12,1.57,56.7,1.0,0.0,6
17.0,female,12,1.55,64.41,0.0,5.0,7
17.0,female,12,1.57,53.52,0.0,0.0,8
17.0,female,12,1.78,70.31,2.0,2.0,5
17.0,female,12,1.7,61.24,0.0,0.0,7
17.0,female,12,,,0.0,1.0,8
18.0,female,12,1.7,82.56,6.0,2.0,<5
17.0,female,12,1.65,74.84,0.0,0.0,6
17.0,female,12,1.63,63.5,1.0,2.0,6
17.0,female,12,1.57,90.72,4.0,4.0,<5
17.0,female,12,1.63,52.62,3.0,1.0,7
18.0,female,12,1.68,90.72,7.0,0.0,7
17.0,female,12,1.65,70.31,7.0,7.0,7
18.0,male,12,1.75,58.97,0.0,7.0,8
18.0,male,12,1.75,61.24,1.0,0.0,6
17.0,male,12,1.7,58.06,7.0,7.0,9
17.0,male,12,1.68,54.43,0.0,1.0,7
17.0,male,12,1.88,77.11,5.0,3.0,7
18.0,male,12,1.7,75.75,2.0,0.0,6
18.0,male,12,1.73,63.5,0.0,0.0,7
18.0,male,12,1.68,73.94,5.0,1.0,7
16.0,female,11,1.55,48.99,2.0,0.0,6
17.0,female,11,1.7,49.9,3.0,0.0,7
16.0,female,11,1.57,41.73,2.0,2.0,6
17.0,female,11,1.65,68.95,2.0,3.0,6
16.0,female,11,1.5,52.16,2.0,2.0,6
16.0,female,11,1.63,61.24,7.0,3.0,7
18.0,female,12,1.65,68.04,0.0,0.0,5
16.0,female,11,1.63,52.16,0.0,0.0,7
18.0,female,12,1.5,48.08,4.0,4.0,6
17.0,female,11,1.6,55.34,0.0,0.0,7
18.0,female,12,1.52,40.37,0.0,0.0,5
17.0,female,12,1.55,45.36,0.0,0.0,6
17.0,female,11,1.57,62.6,5.0,3.0,7
18.0,female,12,1.63,53.52,1.0,0.0,8
17.0,female,12,1.68,58.97,2.0,2.0,6
17.0,female,11,1.6,50.8,1.0,2.0,6
16.0,female,11,1.57,53.98,2.0,3.0,5
17.0,male,11,1.6,45.36,7.0,7.0,6
18.0,male,12,1.73,68.04,3.0,0.0,6
17.0,male,11,1.78,86.18,7.0,0.0,10+
17.0,female,11,1.6,63.5,5.0,1.0,6
17.0,female,12,1.7,104.33,0.0,0.0,6
17.0,female,11,1.68,79.38,2.0,0.0,7
15.0,female,9,1.45,88.91,2.0,1.0,8
16.0,female,11,1.63,49.9,3.0,2.0,7
17.0,male,11,1.6,56.25,0.0,5.0,6
18.0,male,12,1.83,71.22,4.0,3.0,6
15.0,male,9,1.68,58.97,2.0,2.0,6
17.0,male,12,1.9,144.7,2.0,5.0,7
17.0,female,12,1.52,69.4,3.0,0.0,9
17.0,female,12,1.57,54.43,0.0,0.0,7
17.0,female,12,1.7,72.58,5.0,4.0,7
17.0,female,12,,,0.0,0.0,7
17.0,female,12,1.6,72.58,7.0,5.0,<5
18.0,female,12,1.6,71.22,0.0,0.0,7
18.0,female,12,1.73,71.22,2.0,0.0,8
17.0,female,12,1.65,68.04,7.0,0.0,8
17.0,male,12,1.7,58.97,7.0,5.0,8
18.0,male,12,1.75,88.45,5.0,7.0,5
18.0,male,12,1.7,52.16,0.0,0.0,9
17.0,male,12,1.7,54.89,5.0,1.0,7
18.0,male,12,,,5.0,4.0,5
18.0,female,12,1.6,58.97,2.0,2.0,6
17.0,female,12,1.57,43.55,0.0,0.0,7
18.0,female,12,1.63,54.89,0.0,0.0,<5
18.0,female,12,1.6,63.5,2.0,2.0,10+
17.0,female,12,1.57,58.97,1.0,1.0,7
17.0,female,12,1.63,52.16,2.0,1.0,7
18.0,female,12,1.63,68.04,2.0,0.0,6
17.0,female,12,1.7,68.04,0.0,0.0,7
17.0,female,12,1.78,56.7,0.0,0.0,<5
17.0,female,12,1.55,58.97,0.0,0.0,8
18.0,female,12,1.52,71.22,1.0,2.0,6
18.0,female,12,1.55,61.24,3.0,2.0,8
17.0,female,12,1.6,47.17,7.0,4.0,9
17.0,male,12,1.68,68.04,0.0,0.0,7
17.0,male,12,1.7,54.89,5.0,6.0,7
17.0,male,12,1.68,95.26,0.0,2.0,8
17.0,male,12,1.7,79.38,0.0,0.0,5
18.0,male,12,1.7,63.5,7.0,7.0,6
18.0,male,12,1.75,122.47,7.0,0.0,<5
17.0,male,12,1.83,83.92,6.0,6.0,9
17.0,male,12,1.78,99.79,4.0,1.0,9
17.0,male,12,,,0.0,0.0,6
17.0,male,12,1.73,63.5,0.0,1.0,7
17.0,male,12,1.7,56.25,0.0,0.0,6
17.0,male,12,1.68,44.45,7.0,4.0,7
14.0,male,9,1.73,92.08,6.0,7.0,6
15.0,male,,,,3.0,5.0,8
14.0,male,9,,,7.0,7.0,
15.0,female,9,1.6,63.5,4.0,3.0,7
15.0,female,9,1.73,76.2,3.0,2.0,6
14.0,male,9,1.68,51.71,5.0,2.0,8
15.0,male,9,1.75,63.5,5.0,1.0,6
15.0,male,9,1.7,66.23,0.0,2.0,8
15.0,male,9,,,7.0,6.0,9
14.0,male,9,1.68,95.71,3.0,0.0,7
15.0,female,10,,,2.0,5.0,7
15.0,female,10,1.6,61.24,,,
16.0,female,10,1.6,73.48,1.0,2.0,5
16.0,female,11,1.68,57.61,7.0,7.0,7
15.0,female,10,1.68,81.65,5.0,3.0,8
15.0,female,10,1.6,51.26,3.0,0.0,5
16.0,female,9,,,3.0,0.0,10+
16.0,female,10,1.57,68.04,5.0,5.0,9
15.0,female,10,1.65,60.78,2.0,6.0,7
16.0,female,10,1.5,42.64,0.0,0.0,6
16.0,male,10,1.73,64.86,4.0,4.0,7
15.0,male,10,1.68,73.48,4.0,5.0,8
15.0,male,9,1.68,81.65,0.0,0.0,9
15.0,female,10,1.5,44.45,4.0,5.0,
16.0,female,10,1.47,54.43,2.0,2.0,7
15.0,female,10,1.68,68.04,5.0,0.0,9
16.0,male,10,1.65,79.38,5.0,5.0,7
16.0,male,10,1.73,74.84,1.0,0.0,6
15.0,male,10,1.63,63.5,5.0,0.0,7
15.0,male,10,1.57,52.16,7.0,7.0,9
16.0,male,9,1.73,65.77,7.0,7.0,8
16.0,male,10,1.75,65.77,0.0,1.0,7
15.0,male,10,1.85,109.32,7.0,7.0,9
16.0,male,10,,,0.0,1.0,5
16.0,male,10,1.75,88.45,1.0,4.0,9
16.0,male,10,1.7,88.91,0.0,7.0,6
15.0,male,10,1.83,67.13,7.0,7.0,7
15.0,male,10,1.78,67.59,5.0,3.0,5
16.0,male,10,1.8,102.06,0.0,0.0,8
16.0,male,10,1.88,101.61,7.0,7.0,8
15.0,male,10,1.73,54.43,0.0,0.0,8
15.0,male,10,1.73,54.43,2.0,1.0,8
15.0,male,10,1.7,52.16,5.0,1.0,<5
15.0,male,10,1.73,65.77,4.0,5.0,8
15.0,male,10,1.75,64.86,6.0,3.0,7
16.0,male,10,,,,,
17.0,female,11,1.57,55.79,0.0,0.0,8
16.0,female,11,1.57,49.9,0.0,0.0,7
17.0,female,12,1.6,75.75,1.0,0.0,7
18.0,female,12,1.6,85.73,0.0,0.0,
17.0,female,11,1.6,53.52,0.0,0.0,7
16.0,male,11,1.75,63.5,6.0,7.0,8
16.0,male,11,1.63,54.43,7.0,6.0,7
16.0,male,11,1.75,64.41,4.0,4.0,7
16.0,male,11,1.65,49.9,7.0,7.0,7
16.0,male,11,1.7,57.61,4.0,2.0,8
15.0,female,10,1.52,72.58,0.0,1.0,<5
16.0,female,10,1.63,52.62,1.0,0.0,5
16.0,female,10,1.63,55.79,5.0,5.0,8
16.0,female,10,1.7,71.67,7.0,5.0,9
15.0,female,10,1.65,49.9,4.0,2.0,7
16.0,female,10,1.45,45.81,0.0,0.0,8
15.0,female,10,1.5,52.16,5.0,5.0,5
15.0,female,10,1.57,46.27,2.0,0.0,6
15.0,female,10,1.68,74.84,7.0,7.0,7
15.0,female,10,1.63,58.97,5.0,5.0,8
15.0,female,10,1.55,62.14,1.0,1.0,8
15.0,female,10,1.55,46.27,2.0,4.0,7
16.0,female,10,1.63,44.0,3.0,0.0,6
15.0,female,10,1.63,78.93,3.0,2.0,<5
16.0,female,10,1.52,55.79,5.0,5.0,8
15.0,female,10,1.55,49.9,3.0,1.0,6
15.0,female,10,1.7,74.84,1.0,1.0,9
15.0,female,10,1.75,63.96,7.0,7.0,7
15.0,female,10,1.63,88.0,7.0,7.0,8
15.0,female,10,1.7,75.75,5.0,0.0,8
15.0,female,10,1.55,70.31,7.0,0.0,8
16.0,female,10,,,5.0,4.0,7
15.0,male,10,1.65,58.97,7.0,2.0,8
15.0,male,10,1.83,76.66,4.0,3.0,7
16.0,male,10,1.83,102.06,0.0,2.0,6
15.0,male,10,1.68,57.61,7.0,0.0,7
15.0,female,10,1.63,68.49,5.0,5.0,8
15.0,female,10,1.65,58.97,7.0,7.0,
15.0,female,10,1.55,54.43,7.0,3.0,7
16.0,male,10,1.83,69.4,7.0,6.0,<5
16.0,male,10,1.8,68.04,5.0,2.0,7
15.0,male,10,1.8,86.18,4.0,7.0,8
15.0,male,10,1.63,54.43,5.0,3.0,8
15.0,male,10,1.8,79.38,2.0,1.0,6
16.0,male,10,1.68,56.7,2.0,0.0,8
15.0,male,10,1.68,79.38,3.0,1.0,7
16.0,male,10,1.78,70.31,3.0,5.0,6
15.0,male,10,,,3.0,5.0,8
15.0,male,10,1.65,83.01,,,7
16.0,male,10,1.63,61.24,7.0,4.0,
16.0,male,10,1.78,58.97,7.0,6.0,8
16.0,male,10,1.73,88.45,3.0,3.0,8
16.0,male,10,1.7,50.35,7.0,7.0,<5
15.0,male,10,1.68,54.43,1.0,1.0,7
15.0,male,10,1.7,56.7,7.0,5.0,9
16.0,male,10,1.68,66.23,0.0,0.0,5
17.0,female,12,1.57,54.89,0.0,0.0,7
17.0,male,12,1.83,94.35,2.0,1.0,7
18.0,male,12,1.83,113.4,1.0,4.0,5
18.0,male,12,1.73,54.43,7.0,0.0,5
18.0,female,12,,,5.0,3.0,7
17.0,female,12,1.55,49.9,1.0,0.0,10+
17.0,male,12,1.63,65.77,4.0,4.0,7
18.0,male,12,1.65,57.15,6.0,0.0,6
17.0,male,12,1.75,68.04,4.0,4.0,6
18.0,male,12,1.8,72.58,2.0,2.0,7
17.0,male,12,1.78,79.38,5.0,5.0,7
18.0,male,12,1.68,56.25,1.0,7.0,8
18.0,male,12,1.9,70.31,7.0,4.0,7
18.0,male,12,1.78,91.63,3.0,0.0,7
18.0,male,12,1.8,97.98,2.0,3.0,6
17.0,male,12,1.88,113.4,0.0,0.0,8
17.0,male,12,1.63,64.41,7.0,4.0,7
18.0,male,12,1.8,88.45,7.0,7.0,7
17.0,male,12,1.8,77.11,7.0,7.0,8
17.0,male,12,1.78,50.35,7.0,7.0,8
17.0,male,12,1.73,70.31,3.0,0.0,7
17.0,male,12,1.75,73.94,3.0,0.0,7
17.0,male,12,1.8,61.24,7.0,5.0,7
17.0,male,12,1.78,106.6,4.0,1.0,6
17.0,male,12,1.73,79.38,0.0,3.0,7
17.0,female,12,1.5,53.52,0.0,0.0,7
17.0,female,12,1.55,54.43,3.0,1.0,<5
17.0,female,12,1.8,72.58,0.0,0.0,<5
17.0,female,12,1.6,56.7,0.0,0.0,7
17.0,female,12,1.57,63.5,0.0,1.0,7
17.0,female,12,1.57,55.34,5.0,2.0,8
17.0,female,12,1.65,58.97,6.0,0.0,8
17.0,female,12,1.63,45.36,7.0,3.0,5
18.0,female,12,1.5,55.34,0.0,0.0,7
18.0,female,12,1.63,60.78,0.0,0.0,7
18.0,female,12,1.63,63.5,2.0,0.0,8
18.0,female,12,1.55,55.34,0.0,0.0,<5
17.0,female,12,1.78,56.7,0.0,0.0,<5
17.0,female,12,1.78,56.7,0.0,0.0,<5
17.0,male,11,1.75,145.61,2.0,2.0,5
15.0,male,9,1.68,68.04,7.0,7.0,6
14.0,female,9,1.6,55.34,3.0,0.0,
15.0,female,9,1.85,102.06,2.0,0.0,6
15.0,female,9,,,7.0,6.0,6
14.0,female,9,,,5.0,0.0,8
15.0,female,9,1.63,54.43,5.0,1.0,8
15.0,female,9,1.7,76.2,7.0,7.0,8
15.0,female,9,1.63,55.34,5.0,5.0,9
14.0,female,9,1.57,60.33,4.0,2.0,7
14.0,female,9,1.52,45.36,7.0,0.0,8
15.0,female,9,1.7,87.54,7.0,1.0,7
14.0,female,9,1.52,49.9,7.0,3.0,6
15.0,female,9,1.7,51.26,0.0,0.0,8
14.0,female,9,1.6,81.65,7.0,0.0,5
15.0,male,9,1.65,56.25,1.0,1.0,8
14.0,male,9,1.6,95.26,5.0,0.0,8
15.0,male,9,1.75,63.5,7.0,7.0,7
14.0,male,9,1.73,61.24,7.0,2.0,8
15.0,male,9,1.7,68.04,3.0,6.0,8
15.0,male,9,1.65,55.34,7.0,7.0,8
14.0,male,,1.63,81.65,0.0,0.0,8
14.0,male,9,1.65,60.78,5.0,7.0,9
14.0,male,9,1.78,62.6,4.0,4.0,8
15.0,male,9,1.68,60.78,7.0,4.0,6
17.0,male,11,1.73,54.43,7.0,7.0,8
15.0,male,9,1.63,71.22,4.0,1.0,8
15.0,male,9,1.68,54.43,3.0,3.0,5
15.0,male,9,1.68,65.77,5.0,4.0,8
15.0,male,9,1.7,63.5,0.0,7.0,<5
15.0,female,9,1.63,61.69,7.0,7.0,7
15.0,female,9,1.57,54.43,7.0,7.0,7
14.0,female,9,1.55,58.97,3.0,2.0,9
18.0,female,12,1.63,58.97,0.0,2.0,8
14.0,female,9,1.7,68.04,5.0,0.0,7
14.0,female,9,1.57,68.49,2.0,1.0,7
14.0,female,9,1.65,81.19,7.0,7.0,9
14.0,female,9,1.57,56.25,0.0,2.0,<5
14.0,female,9,1.65,54.43,4.0,0.0,5
14.0,female,9,1.65,54.43,0.0,0.0,7
15.0,female,9,1.47,54.43,5.0,6.0,6
15.0,female,9,1.47,29.94,2.0,0.0,7
14.0,female,9,1.6,53.07,7.0,5.0,7
14.0,female,9,1.55,45.36,3.0,0.0,8
17.0,female,11,1.7,69.4,4.0,0.0,7
15.0,female,9,1.55,53.98,6.0,2.0,9
14.0,female,9,1.63,66.23,6.0,6.0,10+
16.0,female,9,1.65,54.43,0.0,7.0,9
14.0,female,9,1.63,95.26,7.0,7.0,7
15.0,male,9,1.75,59.88,6.0,0.0,8
15.0,male,9,1.75,70.31,4.0,2.0,9
14.0,male,9,1.6,54.89,7.0,4.0,8
14.0,male,9,1.68,48.08,7.0,3.0,9
14.0,male,9,1.73,84.82,7.0,4.0,6
14.0,male,9,1.63,58.97,6.0,4.0,8
17.0,female,11,1.68,90.72,5.0,0.0,8
15.0,female,10,1.68,53.98,1.0,0.0,8
15.0,female,10,1.52,52.62,4.0,0.0,<5
16.0,female,10,1.65,54.43,5.0,0.0,8
15.0,female,10,1.65,64.86,6.0,5.0,8
15.0,female,10,1.5,49.44,7.0,0.0,8
15.0,female,9,1.5,55.79,7.0,7.0,8
15.0,female,10,1.63,50.8,7.0,3.0,8
16.0,female,10,1.63,47.63,7.0,5.0,7
17.0,female,12,1.6,49.9,7.0,2.0,6
15.0,female,10,1.57,44.45,7.0,7.0,9
15.0,female,10,1.63,49.9,7.0,7.0,7
16.0,female,10,1.57,49.9,3.0,0.0,8
15.0,male,10,1.7,66.23,0.0,0.0,6
16.0,male,10,1.68,70.31,7.0,3.0,9
17.0,male,11,,,5.0,5.0,<5
15.0,male,10,1.78,58.97,1.0,1.0,9
16.0,male,11,1.88,79.38,6.0,3.0,5
15.0,male,10,1.68,58.97,5.0,2.0,8
16.0,male,10,,,3.0,5.0,9
18.0,male,12,1.8,72.58,7.0,0.0,6
16.0,male,10,1.7,74.84,0.0,2.0,8
15.0,male,9,1.65,51.26,2.0,7.0,8
15.0,male,10,1.8,72.58,7.0,6.0,7
16.0,male,10,1.7,60.78,7.0,7.0,8
16.0,male,10,1.7,50.8,0.0,5.0,6
16.0,male,10,1.73,65.77,6.0,6.0,9
17.0,male,11,1.78,72.58,5.0,5.0,7
16.0,male,10,1.63,54.43,7.0,7.0,8
15.0,male,10,1.75,64.41,6.0,3.0,6
14.0,female,9,1.55,49.9,,,
14.0,female,9,1.6,55.34,3.0,7.0,5
15.0,female,9,1.55,62.6,5.0,3.0,8
14.0,female,9,1.73,63.05,1.0,1.0,7
14.0,female,9,1.63,56.7,6.0,6.0,7
14.0,female,9,1.5,49.9,7.0,5.0,8
15.0,female,9,1.7,52.16,6.0,5.0,9
15.0,female,9,1.63,63.5,5.0,0.0,6
15.0,female,9,1.68,56.25,5.0,7.0,8
14.0,female,9,1.57,52.16,7.0,7.0,5
15.0,female,9,1.73,68.95,4.0,2.0,8
14.0,female,9,1.63,47.63,4.0,0.0,7
15.0,female,9,1.68,68.95,5.0,4.0,8
15.0,female,9,1.63,53.52,7.0,0.0,7
14.0,female,9,1.55,53.52,5.0,5.0,10+
15.0,female,9,1.65,55.34,4.0,2.0,6
14.0,male,9,1.65,74.39,4.0,1.0,7
14.0,male,9,1.85,80.74,2.0,3.0,8
15.0,male,9,1.7,55.79,3.0,2.0,5
15.0,male,9,1.8,88.0,7.0,7.0,8
14.0,male,9,1.83,63.5,2.0,4.0,7
14.0,male,9,,,7.0,7.0,9
14.0,male,9,1.78,68.04,6.0,5.0,8
14.0,male,9,1.7,56.7,5.0,1.0,6
15.0,male,9,1.52,54.43,6.0,7.0,7
15.0,male,9,1.57,45.36,3.0,1.0,7
14.0,male,9,1.73,72.58,7.0,5.0,9
14.0,male,9,1.7,56.25,7.0,0.0,7
15.0,male,9,1.78,70.31,7.0,7.0,8
15.0,male,9,1.7,81.19,2.0,2.0,6
14.0,male,9,1.8,58.97,7.0,7.0,9
15.0,male,9,1.73,79.38,4.0,1.0,6
14.0,male,9,1.75,68.04,5.0,0.0,8
14.0,male,9,1.78,64.86,5.0,5.0,<5
15.0,male,9,1.83,65.77,7.0,7.0,
15.0,male,9,1.73,54.43,7.0,3.0,7
14.0,male,9,1.75,72.58,7.0,7.0,5
14.0,male,9,1.73,81.65,6.0,2.0,7
15.0,male,9,,,7.0,5.0,6
14.0,male,9,1.63,54.43,7.0,7.0,7
17.0,male,11,1.83,81.65,5.0,5.0,7
17.0,male,11,1.88,99.79,5.0,7.0,8
17.0,male,11,1.7,62.14,7.0,7.0,6
17.0,male,11,1.88,100.25,5.0,3.0,6
17.0,male,11,1.68,68.95,3.0,4.0,5
17.0,male,11,1.73,72.12,1.0,0.0,8
17.0,male,11,1.65,65.32,7.0,7.0,7
17.0,male,11,1.83,88.45,7.0,5.0,7
17.0,male,11,1.73,65.77,4.0,4.0,7
16.0,female,11,1.57,57.61,0.0,3.0,6
17.0,female,11,1.55,51.26,7.0,7.0,9
17.0,female,11,1.65,55.34,0.0,0.0,7
17.0,female,11,1.6,44.45,0.0,0.0,7
16.0,female,11,1.5,48.54,3.0,2.0,7
17.0,female,11,1.52,54.43,2.0,1.0,5
16.0,female,11,1.55,53.52,6.0,5.0,5
16.0,female,11,1.63,68.04,5.0,4.0,6
17.0,female,11,1.47,40.82,4.0,4.0,7
17.0,female,11,1.57,47.63,3.0,0.0,7
16.0,female,11,1.7,60.78,7.0,6.0,7
16.0,female,11,1.55,70.31,5.0,0.0,6
16.0,female,11,1.73,65.77,7.0,7.0,6
17.0,female,11,1.65,57.61,7.0,7.0,6
17.0,female,11,1.63,47.63,1.0,1.0,6
16.0,female,11,1.55,43.55,2.0,2.0,7
16.0,female,11,1.6,69.85,3.0,0.0,<5
15.0,female,9,1.73,83.92,5.0,1.0,5
14.0,female,9,1.65,56.7,7.0,7.0,<5
16.0,female,9,1.52,43.55,5.0,6.0,9
15.0,female,9,1.68,58.06,5.0,4.0,9
14.0,female,9,,,7.0,2.0,8
15.0,female,9,1.63,77.11,7.0,7.0,9
14.0,female,9,1.6,46.27,2.0,7.0,7
14.0,female,9,1.57,56.7,7.0,0.0,6
14.0,female,9,1.52,39.01,1.0,4.0,8
15.0,female,9,1.55,56.25,2.0,3.0,8
14.0,female,9,,,4.0,5.0,6
15.0,female,9,1.5,46.72,3.0,,
15.0,female,9,1.55,55.79,5.0,5.0,7
14.0,female,9,1.55,51.71,,,
15.0,female,9,1.55,57.61,7.0,3.0,9
14.0,female,9,1.63,86.18,5.0,1.0,
14.0,female,9,1.9,85.73,7.0,5.0,7
15.0,female,9,1.55,74.84,,,
14.0,female,9,1.68,59.88,,,
14.0,female,9,,,0.0,0.0,8
15.0,female,9,1.5,47.63,,,
14.0,female,9,1.5,61.69,5.0,2.0,7
15.0,male,9,1.78,73.48,7.0,7.0,8
14.0,male,9,,,7.0,0.0,7
15.0,male,9,1.75,80.74,1.0,1.0,8
15.0,male,9,1.68,61.69,1.0,0.0,7
14.0,male,9,1.73,103.42,7.0,3.0,6
15.0,male,9,1.6,59.88,7.0,7.0,8
14.0,male,9,1.68,55.79,6.0,3.0,8
14.0,male,9,1.78,133.81,7.0,7.0,7
14.0,male,9,1.65,56.7,3.0,2.0,7
15.0,male,9,1.7,65.32,7.0,7.0,8
14.0,male,9,1.78,95.26,7.0,5.0,6
15.0,male,9,1.73,61.69,7.0,7.0,7
14.0,male,9,1.7,73.48,2.0,0.0,6
14.0,male,9,1.68,60.33,1.0,4.0,6
14.0,male,9,1.68,58.97,0.0,0.0,6
15.0,male,9,1.75,79.38,1.0,2.0,8
15.0,male,10,1.78,58.97,0.0,0.0,<5
15.0,male,9,1.6,49.9,7.0,5.0,9
14.0,male,9,1.6,70.76,0.0,,
15.0,male,9,,,0.0,3.0,8
15.0,male,9,1.78,104.33,3.0,3.0,
15.0,male,9,1.63,55.79,7.0,,
15.0,male,9,1.78,84.37,5.0,5.0,6
14.0,male,9,1.78,67.13,5.0,7.0,6
15.0,male,9,1.68,113.4,,,
14.0,male,9,1.75,56.25,0.0,0.0,<5
14.0,male,9,1.68,69.85,0.0,0.0,
15.0,male,10,1.65,61.24,0.0,2.0,5
15.0,male,10,1.83,66.68,0.0,1.0,8
16.0,male,10,1.8,86.18,5.0,6.0,7
16.0,male,10,1.75,58.97,7.0,5.0,9
15.0,male,10,1.7,63.5,6.0,6.0,7
16.0,male,10,1.83,56.7,3.0,3.0,7
15.0,male,10,1.65,56.7,0.0,0.0,7
16.0,male,10,1.68,57.15,5.0,7.0,5
17.0,male,12,1.83,99.79,5.0,4.0,7
17.0,male,11,1.7,61.24,3.0,7.0,10+
15.0,male,10,1.85,67.13,3.0,3.0,7
16.0,male,10,1.73,64.41,7.0,0.0,8
16.0,male,10,1.78,68.95,0.0,0.0,7
15.0,male,10,1.65,47.63,3.0,0.0,8
17.0,male,10,1.75,65.77,7.0,7.0,7
16.0,male,10,1.7,61.24,7.0,7.0,8
16.0,male,10,1.7,63.5,6.0,3.0,6
16.0,female,10,1.57,50.8,3.0,0.0,6
16.0,female,10,1.6,56.7,6.0,7.0,6
16.0,female,10,1.65,50.8,2.0,2.0,9
16.0,female,10,1.63,45.81,4.0,0.0,7
16.0,female,10,1.7,46.72,0.0,0.0,5
15.0,female,10,1.52,54.43,3.0,2.0,7
15.0,female,10,1.55,46.27,2.0,1.0,<5
16.0,female,10,1.63,55.79,4.0,4.0,5
16.0,female,10,1.65,58.97,5.0,3.0,7
16.0,female,10,,,1.0,2.0,6
17.0,male,12,1.65,77.11,7.0,7.0,7
17.0,male,12,1.75,63.5,0.0,1.0,6
17.0,male,12,1.85,76.2,7.0,6.0,6
17.0,male,12,1.75,92.53,7.0,7.0,7
18.0,male,12,1.63,63.5,5.0,3.0,6
18.0,male,12,1.88,67.13,7.0,0.0,6
17.0,male,12,1.7,78.93,7.0,5.0,8
18.0,male,12,1.75,62.14,1.0,4.0,8
17.0,male,12,1.73,63.5,4.0,4.0,6
18.0,male,12,1.65,117.94,1.0,0.0,8
17.0,male,12,1.8,83.92,0.0,0.0,<5
17.0,male,12,1.7,67.59,7.0,5.0,7
18.0,male,12,1.68,58.06,5.0,1.0,7
17.0,male,12,1.73,58.97,6.0,1.0,7
18.0,female,12,1.63,61.24,2.0,0.0,8
18.0,female,12,1.63,68.04,2.0,0.0,9
17.0,female,12,1.6,104.33,5.0,0.0,7
18.0,female,12,1.75,86.18,0.0,0.0,8
17.0,female,12,1.52,59.42,5.0,2.0,10+
18.0,female,12,1.57,73.03,3.0,3.0,7
18.0,female,12,1.63,70.31,5.0,5.0,7
17.0,female,12,1.6,55.79,6.0,6.0,8
18.0,female,12,1.7,58.97,3.0,1.0,7
18.0,female,12,1.55,43.09,1.0,0.0,8
17.0,male,12,,,7.0,5.0,6
17.0,male,12,1.75,100.7,5.0,0.0,<5
18.0,male,12,1.73,62.14,5.0,5.0,6
17.0,male,12,1.85,63.05,5.0,3.0,9
17.0,male,12,1.8,81.65,5.0,5.0,8
18.0,male,12,1.78,76.66,2.0,3.0,7
18.0,male,12,1.75,92.08,5.0,4.0,5
18.0,male,12,1.68,65.77,7.0,7.0,8
18.0,male,12,1.8,77.11,7.0,7.0,8
17.0,male,12,1.73,70.31,7.0,7.0,8
18.0,male,12,1.88,86.18,7.0,7.0,9
17.0,female,12,1.6,63.5,0.0,0.0,8
17.0,female,12,1.65,65.77,7.0,3.0,5
18.0,female,12,1.68,55.79,0.0,3.0,8
17.0,female,12,1.6,58.06,6.0,0.0,7
17.0,female,12,1.6,58.06,7.0,0.0,6
17.0,female,12,1.6,77.11,7.0,6.0,8
17.0,female,12,1.47,43.09,7.0,7.0,8
17.0,female,12,1.63,60.33,3.0,2.0,7
18.0,female,12,1.55,62.14,6.0,6.0,7
17.0,female,12,1.78,70.31,4.0,2.0,6
17.0,female,12,1.68,53.07,0.0,0.0,7
17.0,female,11,1.52,58.97,7.0,0.0,7
16.0,female,11,1.57,53.07,7.0,5.0,6
17.0,female,11,1.7,70.76,3.0,0.0,6
17.0,female,12,1.5,44.91,0.0,0.0,6
16.0,female,11,1.73,63.5,6.0,6.0,7
18.0,female,12,1.65,55.79,5.0,5.0,7
16.0,female,11,1.65,99.79,0.0,4.0,5
17.0,female,11,,,4.0,4.0,<5
17.0,female,11,,,,,
16.0,male,11,1.65,46.27,1.0,1.0,7
17.0,male,11,1.65,58.97,,,
17.0,male,11,1.73,72.58,4.0,5.0,7
16.0,male,11,1.83,104.33,6.0,4.0,9
17.0,male,11,1.73,58.97,6.0,6.0,8
17.0,male,11,1.68,63.5,5.0,4.0,7
17.0,male,11,,,7.0,5.0,6
16.0,male,11,1.83,68.04,7.0,7.0,8
17.0,male,11,1.63,75.75,7.0,7.0,8
17.0,male,11,1.7,63.5,4.0,0.0,8
16.0,male,11,1.7,61.24,7.0,7.0,8
17.0,male,11,1.68,69.4,5.0,5.0,8
16.0,male,11,1.68,65.77,6.0,6.0,7
17.0,male,11,1.78,61.24,7.0,4.0,6
17.0,female,11,1.68,58.97,6.0,6.0,
17.0,female,11,1.55,58.97,7.0,3.0,7
17.0,female,11,1.7,90.72,5.0,5.0,7
16.0,female,11,1.68,65.77,7.0,4.0,6
16.0,female,11,1.52,65.77,4.0,0.0,7
16.0,female,11,1.65,63.5,3.0,3.0,5
16.0,female,11,1.55,49.9,0.0,0.0,5
16.0,female,11,1.55,50.8,5.0,2.0,6
17.0,female,11,1.75,61.24,0.0,1.0,9
17.0,female,11,1.63,56.7,3.0,0.0,6
16.0,female,11,1.5,65.77,3.0,0.0,8
17.0,female,11,1.75,72.58,2.0,0.0,7
17.0,female,12,1.65,61.24,5.0,5.0,8
